Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-04-01,173.0705108642578,173.67630075700797,172.06927443489747,173.65106058133833,137303600
2015-04-02,173.693115234375,174.1474511913835,172.8180797669194,173.00318292971428,86900900
2015-04-06,174.8626708984375,175.3843184044772,172.65827624946525,172.79288626376007,114368200
2015-04-07,174.39987182617188,175.6451008241753,174.3662225401021,174.88786992338618,81236300
2015-04-08,174.98883056640625,175.43475742714278,174.23159966584876,174.62704617832665,89351900
2015-04-09,175.76290893554688,175.99849247497008,174.32416752252226,174.82057477785403,85548900
2015-04-10,176.72206115722656,176.76413239438736,175.81338919391666,176.01531059094594,72722900
2015-04-13,175.9228057861328,177.21852834054647,175.87232542345168,176.57907617767233,74436600
2015-04-14,176.2593231201172,176.44442630036414,175.08981457492408,175.72084464258236,75099900
2015-04-15,177.05018615722656,177.5634244092716,176.64633054788666,176.73047301740422,99529300
2015-04-16,176.9997100830078,177.51294834744064,176.51171199237183,176.71364622108493,68934900
2015-04-17,174.96360778808594,176.0405647858101,174.17271468449536,175.79657213218795,191113200
2015-04-20,176.562255859375,176.8988001654944,175.81343386566832,175.897563523027,92189500
2015-04-21,176.35186767578125,177.41199352535781,176.0489727418538,177.25213052712678,72559800
2015-04-22,177.21847534179688,177.40357850849924,175.76289018197028,176.69681512729994,78264600
2015-04-23,177.66441345214844,178.32068368900124,176.69682632157046,176.81461808617635,102585900
2015-04-24,178.07669067382812,178.34593634796752,177.62235464664332,178.0851126251077,61327400
2015-04-27,177.33631896972656,178.77506065007134,177.14279379626166,178.64885974419633,79358100
2015-04-28,177.9000244140625,177.95050477262933,176.12472572052766,177.3110655002138,86863500
2015-04-29,177.1680450439453,177.7738222244295,176.3519116252025,176.9997600533384,125684900
2015-04-30,175.39271545410156,176.98291076485987,174.68595199727787,176.58746421534968,161304900
2015-05-01,177.29420471191406,177.3362759497805,176.082624956061,176.18358565626897,103399700
2015-05-04,177.79905700683594,178.38801589852372,177.61395380682822,177.7233236334939,70927200
2015-05-05,175.76290893554688,177.91683575623625,175.61987698934993,177.5550384960463,113326200
2015-05-06,175.03932189941406,176.62951716104993,173.96236494118128,176.31821310169286,135060200
2015-05-07,175.7376708984375,176.1667795805922,174.60182442774956,174.93836867721114,88244900
2015-05-08,178.0514373779297,178.25337161865582,177.3446867928973,177.42882926945137,155877300
2015-05-11,177.20166015625,178.2786171290056,177.12593962808901,178.00938430498658,75708100
2015-05-12,176.6715850830078,177.21848550265366,175.5273167315767,176.36028102949547,119727600
2015-05-13,176.7052001953125,177.71484545128448,176.46961673019692,177.08381556151,94667900
2015-05-14,178.5478515625,178.6404031483228,177.4540635950503,177.7317183525187,95934000
2015-05-15,178.74142456054688,178.88445654388698,178.25342629120476,178.74142456054688,76510100
2015-05-18,179.2967071533203,179.54910894555377,178.50581396874503,178.57312539278774,74549700
2015-05-19,179.23780822753906,179.6921571388218,178.95174429871165,179.4145023237805,72114600
2015-05-20,179.11158752441406,179.86881850836832,178.79186149911146,179.33874911659618,76857500
2015-05-21,179.6332550048828,179.8435983948183,178.8002905589354,178.9685755415571,64764600
2015-05-22,179.20408630371094,179.66683130289036,179.13677490567804,179.24614469393708,57433500
2015-05-26,177.2773895263672,179.13683056454792,176.85670278670406,178.70772187355368,124308600
2015-05-27,178.960205078125,179.19578871556521,177.32793784847098,177.74021563316407,93214000
2015-05-28,178.75819396972656,178.8675637790598,178.05985252370223,178.6488113220544,74974600
2015-05-29,177.64759826660156,178.73296442045205,177.3783654255848,178.6909060166005,124919600
2015-06-01,178.0093536376953,178.65720182924832,177.21003873923524,178.32065764761916,93338800
2015-06-02,177.83265686035156,178.53099822290446,176.91556306694036,177.5465930265359,91531000
2015-06-03,178.30386352539062,178.93489362542599,177.80745626123112,178.37117494332855,87820900
2015-06-04,176.79782104492188,178.25339363302754,176.47809500053737,177.588714204184,151882800
2015-06-05,176.4949188232422,177.17642928917775,175.83022658333283,176.646359887521,121704700
2015-06-08,175.40953063964844,176.5369808029363,175.33381011148174,176.3855269082631,89063300
2015-06-09,175.38430786132812,175.93120835290964,174.74486860725642,175.38430786132812,105034700
2015-06-10,177.4877166748047,177.8747540887915,176.09945569613197,176.1583451583656,134551300
2015-06-11,178.0598907470703,178.44691539549459,177.69809344005628,177.9336770099689,73876400
2015-06-12,176.6968536376953,177.93367377643096,176.41919882712799,177.22692307953673,135382400
2015-06-15,175.93954467773438,176.22560847528578,174.82892592723726,175.54409825945152,124384200
2015-06-16,176.8987579345703,176.98290041018407,175.6114576553835,175.7881388804974,85308200
2015-06-17,177.184814453125,177.79902625525523,176.1499288054114,177.184814453125,126708600
2015-06-18,179.02745056152344,179.49861766280586,177.21850268945548,177.7906305014868,165867900
2015-06-19,178.23268127441406,178.85833074422996,177.85222416336924,178.7822419021784,130478700
2015-06-22,179.14576721191406,179.7375907557343,178.934400739065,179.162680141962,70696000
2015-06-23,179.2726287841797,179.61082296958904,178.87527158010593,179.3571805557293,68476800
2015-06-24,177.97064208984375,179.38256915120272,177.94527913491083,179.00211192641822,92307300
2015-06-25,177.42950439453125,178.6047016788958,177.35341554680983,178.47788693269342,97107400
2015-06-26,177.3957061767578,178.03825577891416,176.83769544550177,177.79306338148842,104174800
2015-06-29,173.67567443847656,177.40418367379982,173.5995855726433,175.89925479029452,202621300
2015-06-30,174.0391845703125,175.2820206460126,173.55726274876903,175.23128184838623,182925100
2015-07-01,175.43423461914062,175.88233066827328,174.6394943355347,175.62868823083454,135979900
2015-07-02,175.27359008789062,176.0852432895189,174.85085700180696,175.9161526352434,104373700
2015-07-06,174.77474975585938,175.56102702087796,173.7686430526982,173.97155955695555,117975400
2015-07-07,175.8738555908203,176.00067034107502,172.5680801591041,174.97766362025118,173820200
2015-07-08,172.9232177734375,174.80860397168993,172.68648824633817,174.52114853175382,164020100
2015-07-09,173.2360076904297,175.30741006320542,173.12610586428139,175.0453047219852,144113100
2015-07-10,175.41732788085938,175.840060991263,173.27829937428038,175.2566872347795,129456900
2015-07-13,177.35340881347656,177.46331062241677,176.6516704759601,176.6939463566852,106069400
2015-07-14,178.12277221679688,178.4356034120179,177.25194326138384,177.3111320742699,81709600
2015-07-15,178.06358337402344,178.6300440096566,177.5816615925046,178.1650351592752,97914100
2015-07-16,179.49244689941406,179.49244689941406,178.88371030489284,179.12888978564723,106683300
2015-07-17,179.64468383789062,179.70387267391516,179.06977292058505,179.48404316958687,89030000
2015-07-20,179.7376708984375,180.23649290059097,179.4164024889918,179.87294859756804,70446800
2015-07-21,179.02745056152344,179.8644666629783,178.72308224288432,179.60236132962558,77965000
2015-07-22,178.70614624023438,179.04434038439422,178.30032616803007,178.3341391320523,88667900
2015-07-23,177.70004272460938,178.94287881190112,177.33649852668248,178.84142701727737,90509100
2015-07-24,175.85691833496094,177.86066851658353,175.51873711386222,177.80149260824524,117755000
2015-07-27,174.83387756347656,175.47643986641387,174.3857816947361,174.96070518153343,132361100
2015-07-28,176.98141479492188,177.1251424793881,174.8423866600501,175.67938981669388,123544800
2015-07-29,178.19891357421875,178.4271801583533,176.96452725288114,177.10825495797005,105791300
2015-07-30,178.24114990234375,178.41024052369463,177.05748975131272,177.68313924117717,91304400
2015-07-31,177.97064208984375,178.77383243123117,177.68318666674355,178.74846947629828,103266900
2015-08-03,177.37030029296875,177.99594975548595,176.40646960253176,177.9367738459541,113965700
2015-08-04,177.02365112304688,177.75920231471846,176.53327936167062,177.29419349782842,81820800
2015-08-05,177.60704040527344,178.65540993914453,177.31957217428248,177.92830869753067,85786800
2015-08-06,176.15283203125,177.90293980147246,175.56099555842678,177.79302510209905,116030800
2015-08-07,175.81466674804688,176.1443979994498,174.90156184397986,175.9922202991662,117858000
2015-08-10,178.02981567382812,178.1143545494351,176.93915710194287,176.93915710194287,80270700
2015-08-11,176.42343139648438,177.09980694044015,175.6540540539748,176.6770738380666,126081400
2015-08-12,176.63479614257812,176.82079973778488,173.62493854856368,175.1045043917509,172123700
2015-08-13,176.4149627685547,177.16742709536987,175.8654020529684,176.4741386882334,89383300
2015-08-14,177.05747985839844,177.13356869863682,176.07673624825904,176.22046391341598,72786500
2015-08-17,178.04669189453125,178.04669189453125,175.99221559093417,176.45722449734134,79072600
2015-08-18,177.53094482421875,178.12276843658208,177.29421537927342,177.76767426916408,71692700
2015-08-19,176.12745666503906,177.55628315220227,175.30735373705417,176.7784560979787,172946000
2015-08-20,172.44973754882812,176.10214473340363,172.39054872392364,174.59721596696784,194327900
2015-08-21,167.25857543945312,172.42437429990267,166.99648298855996,170.55588837131876,346588500
2015-08-24,160.2157745361328,166.96258823683308,154.21296199214322,158.51639286475503,507244300
2015-08-25,158.33045959472656,165.24636694929484,158.03454126308623,165.22945401299782,369833100
2015-08-26,164.40933227539062,164.6883247166789,159.26043427276554,162.39711896630064,339257000
2015-08-27,168.47604370117188,168.60285846364087,165.04345318858753,166.57374485939872,274143900
2015-08-28,168.48446655273438,168.9579254573332,167.33463225551398,167.82500409264492,160414400
2015-08-31,167.12326049804688,168.35764651833702,166.56524984911624,167.49526759733396,163298800
2015-09-01,162.13502502441406,164.67142312754063,161.2557331242223,163.27639643034829,256000400
2015-09-02,165.21250915527344,165.25478503415124,162.68456124750995,164.54458381105036,160269300
2015-09-03,165.33087158203125,167.4445364887287,164.83204976023947,165.93114519109272,152087800
2015-09-04,162.8282928466797,163.90203827232472,161.99973978397404,163.0481222618374,207081000
2015-09-08,166.92039489746094,167.07258553028186,165.00964582415958,165.66065844635514,116025700
2015-09-09,164.68833923339844,168.64512736887184,164.31634497862805,168.5183126116534,149347700
2015-09-10,165.58453369140625,166.74281807011133,164.23178282953492,164.49387524508526,158611100
2015-09-11,166.3369598388672,166.40459865653327,164.46847459059913,165.18712574011423,119691200
2015-09-14,165.7198028564453,166.56526894236302,165.2294309785184,166.51454304133415,79452000
2015-09-15,167.7912139892578,168.23931000650356,165.6775486623291,166.22709648701482,113806200
2015-09-16,169.24537658691406,169.43984305421623,167.7489110652134,168.0955552191479,99581600
2015-09-17,168.8649139404297,171.53658949176486,168.48445683551876,169.11010629524768,276046600
2015-09-18,166.10545349121094,168.8505029333945,165.6890295906842,166.3264258151078,223657500
2015-09-21,166.96380615234375,168.00062531498517,165.9014792127219,166.94680529030953,105726200
2015-09-22,164.796630859375,165.26405723336447,163.64931275666055,164.77113605423523,153890900
2015-09-23,164.533203125,165.44254825048182,163.9467965740212,164.96662785196517,92790600
2015-09-24,163.93824768066406,164.40567401232366,161.9495752527177,163.3008516741796,159378800
